Chemical formula,Tolerance factor,Lowest distortion,Stability [eV/atom],Label
ScMnO3,0.80,cubic,0.66,0
ScMoO3,0.80,cubic,0.83,0
ScNaO3,0.66,orthorhombic,0.42,0
ScNbO3,0.79,cubic,0.75,0
ScNdO3,0.67,orthorhombic,0.23,0
ScNiO3,0.80,cubic,0.57,0
ScNpO3,0.71,orthorhombic,0.23,0
ScOsO3,0.82,cubic,1.02,0
ScPaO3,0.69,cubic,1.08,0
ScPbO3,0.67,orthorhombic,0.27,0
ScPdO3,0.75,cubic,0.87,0
ScPmO3,0.68,cubic,1.62,0
ScPrO3,0.69,orthorhombic,0.24,0
ScPtO3,0.78,cubic,1.10,0
ScPuO3,0.72,cubic,1.31,0
ScRbO3,0.55,orthorhombic,0.30,0
ScReO3,0.81,cubic,0.99,0
ScRhO3,0.80,cubic,0.91,0
ScRuO3,0.82,cubic,0.91,0
ScSbO3,0.80,cubic,1.18,0
ScSiO3,0.90,cubic,0.71,0
ScSmO3,0.68,orthorhombic,0.20,0
ScSnO3,0.77,cubic,0.98,0
ScSrO3,0.62,orthorhombic,0.22,0
ScTaO3,0.79,cubic,0.73,0
ScTbO3,0.72,cubic,1.42,0
ScTcO3,0.80,cubic,0.88,0
ScTeO3,0.74,cubic,1.26,0
ScThO3,0.69,cubic,1.20,0
ScTiO3,0.76,cubic,0.57,0
ScTlO3,0.62,orthorhombic,0.20,0
ScTmO3,0.68,cubic,1.26,0
ScUO3,0.74,cubic,1.14,0
ScVO3,0.83,cubic,0.71,0
ScWO3,0.80,cubic,0.86,0
ScYO3,0.70,cubic,1.38,0
ScYbO3,0.68,orthorhombic,0.18,0
ScZnO3,0.75,cubic,0.82,0
ScZrO3,0.76,cubic,0.78,0
SiAcO3,0.50,cubic,2.11,0
SiAgO3,0.54,cubic,2.16,0
SiAlO3,0.66,cubic,1.41,0
SiAsO3,0.66,cubic,1.61,0
SiAuO3,0.54,cubic,2.12,0
SiBO3,0.76,cubic,1.91,0
SiBaO3,0.46,cubic,3.12,0
SiBeO3,0.69,cubic,2.07,0
SiBiO3,0.55,cubic,1.90,0
SiCaO3,0.53,orthorhombic,0.18,0
SiCdO3,0.54,cubic,2.44,0
SiCeO3,0.54,cubic,2.12,0
SiCoO3,0.66,cubic,1.83,0
SiCrO3,0.65,cubic,1.49,0
SiCsO3,0.41,cubic,3.21,0
SiCuO3,0.61,cubic,1.94,0
SiDyO3,0.53,cubic,1.95,0
SiErO3,0.55,cubic,1.97,0
SiEuO3,0.51,orthorhombic,-0.08,0
SiFeO3,0.64,cubic,1.67,0
SiGaO3,0.63,cubic,1.70,0
SiGdO3,0.54,cubic,2.06,0
SiGeO3,0.66,cubic,1.29,0
SiHfO3,0.60,cubic,1.05,0
SiHgO3,0.50,cubic,2.34,0
SiHoO3,0.55,cubic,1.96,0
SiInO3,0.58,cubic,1.97,0
SiIrO3,0.63,cubic,1.81,0
SiKO3,0.45,cubic,3.44,0
SiLaO3,0.52,cubic,2.17,0
SiLiO3,0.59,cubic,2.40,0
SiLuO3,0.56,cubic,1.91,0
SiMgO3,0.60,cubic,2.34,0
SiMnO3,0.66,cubic,1.67,0
SiMoO3,0.62,cubic,1.25,0
SiNaO3,0.52,orthorhombic,0.23,0
SiNbO3,0.61,cubic,1.05,0
SiNdO3,0.53,cubic,2.16,0
SiNiO3,0.68,cubic,1.99,0
SiNpO3,0.56,cubic,1.49,0
SiOsO3,0.64,cubic,1.66,0
SiPaO3,0.55,cubic,1.02,0
SiPbO3,0.58,cubic,2.04,0
SiPdO3,0.63,cubic,1.97,0
SiPmO3,0.53,cubic,2.05,0
SiPrO3,0.55,cubic,2.09,0
SiPtO3,0.61,cubic,1.94,0
SiPuO3,0.57,cubic,1.50,0
SiRbO3,0.43,cubic,3.42,0
SiReO3,0.64,cubic,1.47,0
SiRhO3,0.63,cubic,1.77,0
SiRuO3,0.63,cubic,1.63,0
SiSbO3,0.61,cubic,1.56,0
SiScO3,0.59,cubic,1.74,0
SiSmO3,0.54,cubic,2.03,0
SiSnO3,0.61,cubic,1.44,0
SiSrO3,0.49,cubic,3.08,0
SiTaO3,0.61,cubic,0.94,0
SiTbO3,0.57,cubic,1.97,0
SiTcO3,0.63,cubic,1.45,0
SiTeO3,0.53,cubic,1.74,0
SiThO3,0.54,cubic,1.57,0
SiTiO3,0.60,cubic,1.00,0
SiTlO3,0.49,cubic,2.23,0
SiTmO3,0.54,cubic,1.91,0
SiUO3,0.56,cubic,1.23,0
SiVO3,0.64,cubic,1.28,0
SiWO3,0.62,cubic,1.20,0
SiYO3,0.55,cubic,2.02,0
SiYbO3,0.54,orthorhombic,0.06,0
SiZnO3,0.59,cubic,2.22,0
SiZrO3,0.60,cubic,1.14,0
SmAcO3,0.74,cubic,1.34,0
SmAgO3,0.80,orthorhombic,0.04,0
SmAlO3,0.97,orthorhombic,-0.05,0
SmAsO3,0.95,cubic,0.64,0
SmAuO3,0.80,cubic,0.63,0
SmBO3,1.13,cubic,0.85,0
SmBaO3,0.68,orthorhombic,0.30,0
SmBeO3,1.02,tetragonal,0.28,0
SmBiO3,0.81,cubic,0.94,0
SmCaO3,0.78,cubic,0.87,0
SmCdO3,0.80,cubic,0.64,0
SmCeO3,0.85,cubic,1.17,0
SmCoO3,0.93,orthorhombic,-0.01,1
SmCrO3,0.93,orthorhombic,-0.06,0
SmCsO3,0.61,tetragonal,0.61,0
SmCuO3,0.97,orthorhombic,0.05,0
SmDyO3,0.78,cubic,0.75,0
SmErO3,0.82,cubic,0.68,0
SmEuO3,0.76,cubic,0.95,0
SmFeO3,0.91,orthorhombic,-0.03,0
SmGaO3,0.93,orthorhombic,0.01,1
SmGdO3,0.80,cubic,0.83,0
SmGeO3,1.00,orthorhombic,0.17,0
SmHfO3,0.92,orthorhombic,0.17,0
SmHgO3,0.74,cubic,0.73,0
SmHoO3,0.81,cubic,0.71,0
SmInO3,0.85,cubic,0.54,0
SmIrO3,0.95,cubic,0.59,0
SmKO3,0.67,orthorhombic,0.29,0
SmLaO3,0.77,cubic,1.14,0
SmLiO3,0.87,orthorhombic,0.29,0
SmLuO3,0.83,cubic,0.57,0
SmMgO3,0.88,orthorhombic,0.16,0
SmMnO3,1.00,orthorhombic,0.00,1
SmMoO3,0.94,orthorhombic,0.20,0
SmNaO3,0.77,cubic,0.90,0
SmNbO3,0.93,orthorhombic,0.21,0
SmNdO3,0.79,cubic,1.04,0
SmNiO3,0.94,orthorhombic,-0.01,1
SmNpO3,0.83,cubic,0.90,0
SmOsO3,0.95,cubic,0.62,0
SmPaO3,0.81,cubic,0.77,0
SmPbO3,0.89,cubic,0.88,0
SmPdO3,0.96,orthorhombic,-0.06,0
SmPmO3,0.79,cubic,0.98,0
SmPrO3,0.86,cubic,1.10,0
SmPtO3,0.91,cubic,0.54,0
SmPuO3,0.84,cubic,0.93,0
SmRbO3,0.64,orthorhombic,0.47,0
SmReO3,0.95,cubic,0.69,0
SmRhO3,0.97,orthorhombic,-0.05,0
SmRuO3,0.96,orthorhombic,0.05,0
SmSbO3,0.87,cubic,0.86,0
SmScO3,0.87,orthorhombic,-0.01,1
SmSiO3,1.04,cubic,0.56,0
SmSnO3,0.92,cubic,0.69,0
SmSrO3,0.72,orthorhombic,0.26,0
SmTaO3,0.93,cubic,0.51,0
SmTbO3,0.89,cubic,0.79,0
SmTcO3,0.94,orthorhombic,0.12,0
SmTeO3,0.81,cubic,0.96,0
SmThO3,0.82,cubic,0.90,0
SmTiO3,0.96,orthorhombic,-0.01,1
SmTlO3,0.72,orthorhombic,0.07,0
SmTmO3,0.79,cubic,0.64,0
SmUO3,0.84,cubic,1.27,0
SmVO3,0.98,orthorhombic,-0.06,0
SmWO3,0.94,cubic,0.53,0
SmYO3,0.81,cubic,0.75,0
SmYbO3,0.80,cubic,0.75,0
SmZnO3,0.88,orthorhombic,0.11,0
SmZrO3,0.91,orthorhombic,0.16,0
SnAcO3,0.62,cubic,1.01,0
SnAgO3,0.73,cubic,0.94,0
SnAlO3,0.81,orthorhombic,0.26,0
SnAsO3,0.79,tetragonal,0.33,0
SnAuO3,0.67,cubic,0.91,0
SnBO3,0.94,cubic,1.13,0
SnBaO3,0.57,orthorhombic,0.26,0
SnBeO3,0.85,cubic,0.94,0
SnBiO3,0.64,cubic,0.64,0
SnCaO3,0.65,orthorhombic,0.25,0
SnCdO3,0.66,cubic,1.20,0
SnCeO3,0.69,cubic,1.01,0
SnCoO3,0.81,cubic,0.65,0
SnCrO3,0.80,orthorhombic,0.20,0
SnCsO3,0.51,orthorhombic,0.32,0
SnCuO3,0.81,cubic,0.75,0
SnDyO3,0.68,cubic,0.89,0
SnErO3,0.68,cubic,0.85,0
SnEuO3,0.66,orthorhombic,0.31,0
SnFeO3,0.79,rhombohedral,0.28,0
SnGaO3,0.77,cubic,0.57,0
SnGdO3,0.67,cubic,0.94,0
SnGeO3,0.81,orthorhombic,0.27,0
SnHfO3,0.74,orthorhombic,0.14,0
SnHgO3,0.62,cubic,1.10,0
SnHoO3,0.68,cubic,0.89,0
SnInO3,0.71,cubic,0.78,0
SnIrO3,0.77,cubic,0.68,0
SnKO3,0.56,orthorhombic,0.34,0
SnLaO3,0.64,cubic,1.04,0
SnLiO3,0.72,cubic,1.14,0
SnLuO3,0.69,cubic,0.78,0
SnMgO3,0.74,cubic,1.03,0
SnMnO3,0.81,cubic,0.53,0
SnMoO3,0.76,orthorhombic,0.23,0
SnNaO3,0.64,orthorhombic,0.37,0
SnNbO3,0.75,tetragonal,0.21,0
SnNdO3,0.66,cubic,1.05,0
SnNiO3,0.83,cubic,0.78,0
SnNpO3,0.69,cubic,0.66,0
SnOsO3,0.80,cubic,0.55,0
SnPaO3,0.68,orthorhombic,0.09,0
SnPbO3,0.72,tetragonal,0.58,0
SnPdO3,0.77,cubic,0.77,0
SnPmO3,0.66,cubic,0.95,0
SnPrO3,0.69,cubic,1.07,0
SnPtO3,0.76,cubic,0.76,0
SnPuO3,0.70,orthorhombic,0.21,0
SnRbO3,0.53,orthorhombic,0.32,0
SnReO3,0.77,orthorhombic,0.34,0
SnRhO3,0.78,cubic,0.60,0
SnRuO3,0.77,orthorhombic,0.33,0
SnSbO3,0.72,tetragonal,0.32,0
SnScO3,0.73,cubic,0.68,0
SnSiO3,0.87,tetragonal,0.36,0
SnSmO3,0.66,cubic,0.99,0
SnSrO3,0.60,orthorhombic,0.27,0
SnTaO3,0.75,tetragonal,0.31,0
SnTbO3,0.72,cubic,0.92,0
SnTcO3,0.78,orthorhombic,0.28,0
SnTeO3,0.66,cubic,0.53,0
SnThO3,0.67,cubic,0.65,0
SnTiO3,0.78,tetragonal,0.08,0
SnTlO3,0.68,orthorhombic,0.36,0
SnTmO3,0.69,cubic,0.83,0
SnUO3,0.68,cubic,0.51,0
SnVO3,0.79,orthorhombic,0.20,0
SnWO3,0.76,cubic,0.28,0
SnYO3,0.68,cubic,0.92,0
SnYbO3,0.69,orthorhombic,0.26,0
SnZnO3,0.73,cubic,0.98,0
SnZrO3,0.74,tetragonal,0.17,0
SrAcO3,0.80,orthorhombic,0.15,0
SrAgO3,0.86,orthorhombic,0.09,0
SrAlO3,1.04,orthorhombic,0.09,0
SrAsO3,1.05,tetragonal,0.21,0
SrAuO3,0.86,orthorhombic,0.19,0
SrBO3,1.21,cubic,1.05,0
SrBaO3,0.73,cubic,0.82,0
SrBeO3,1.09,tetragonal,0.44,0
SrBiO3,0.88,orthorhombic,0.01,1
SrCaO3,0.84,cubic,0.60,0
SrCdO3,0.86,orthorhombic,0.28,0
SrCeO3,0.89,orthorhombic,0.19,0
SrCoO3,1.05,orthorhombic,0.01,1
SrCrO3,1.04,orthorhombic,0.04,0
SrCsO3,0.65,cubic,0.99,0
SrCuO3,0.97,orthorhombic,0.07,0
SrDyO3,0.84,orthorhombic,0.16,0
SrErO3,0.88,orthorhombic,0.15,0
SrEuO3,0.82,cubic,0.52,0
SrFeO3,1.02,orthorhombic,-0.02,1
SrGaO3,1.00,cubic,0.17,0
SrGdO3,0.86,orthorhombic,0.17,0
SrGeO3,1.05,cubic,0.14,0
SrHfO3,0.96,orthorhombic,0.00,1
SrHgO3,0.80,orthorhombic,0.20,0
SrHoO3,0.88,orthorhombic,0.15,0
SrInO3,0.92,orthorhombic,0.18,0
SrIrO3,0.99,orthorhombic,0.03,1
SrKO3,0.72,cubic,1.22,0
SrLaO3,0.83,orthorhombic,0.17,0
SrLiO3,0.93,cubic,0.54,0
SrLuO3,0.89,orthorhombic,0.14,0
SrMgO3,0.95,orthorhombic,0.34,0
SrMnO3,1.05,orthorhombic,0.04,0
SrMoO3,0.99,orthorhombic,0.03,0
SrNaO3,0.83,cubic,0.84,0
SrNbO3,0.97,orthorhombic,-0.01,1
SrNdO3,0.85,orthorhombic,0.19,0
SrNiO3,1.08,orthorhombic,0.13,0
SrNpO3,0.89,orthorhombic,-0.01,1
SrOsO3,1.03,orthorhombic,-0.07,0
SrPaO3,0.87,orthorhombic,-0.14,0
SrPbO3,0.93,orthorhombic,-0.04,0
SrPdO3,1.00,orthorhombic,-0.06,0
SrPmO3,0.85,orthorhombic,0.18,0
SrPrO3,0.90,orthorhombic,0.19,0
SrPtO3,0.98,orthorhombic,-0.01,1
SrPuO3,0.90,orthorhombic,-0.18,0
SrRbO3,0.69,cubic,1.20,0
SrReO3,0.99,rhombohedral,0.12,0
SrRhO3,1.01,orthorhombic,-0.01,1
SrRuO3,1.00,orthorhombic,-0.01,1
SrSbO3,0.97,orthorhombic,0.08,0
SrScO3,0.94,orthorhombic,0.09,0
SrSiO3,1.12,tetragonal,0.29,0
SrSmO3,0.85,orthorhombic,0.18,0
SrSnO3,0.97,orthorhombic,-0.04,0
SrTaO3,0.97,orthorhombic,0.04,0
SrTbO3,0.93,orthorhombic,0.16,0
SrTcO3,1.01,orthorhombic,-0.10,0
SrTeO3,0.85,rhombohedral,0.19,0
SrThO3,0.86,orthorhombic,0.07,0
SrTiO3,1.01,rhombohedral,-0.05,0
SrTlO3,0.77,orthorhombic,0.16,0
SrTmO3,0.85,orthorhombic,0.15,0
SrUO3,0.88,orthorhombic,-0.02,1
SrVO3,1.02,orthorhombic,0.00,1
SrWO3,0.98,cubic,0.15,0
SrYO3,0.88,orthorhombic,0.16,0
SrYbO3,0.86,orthorhombic,0.21,0
SrZnO3,0.94,orthorhombic,0.25,0
SrZrO3,0.95,orthorhombic,-0.08,0
TaAcO3,0.60,rhombohedral,0.22,0
TaAgO3,0.64,orthorhombic,0.25,0
TaAlO3,0.78,cubic,1.04,0
TaAsO3,0.79,cubic,2.05,0
TaAuO3,0.65,cubic,2.57,0
TaBO3,0.88,cubic,1.65,0
TaBaO3,0.55,orthorhombic,0.36,0
TaBeO3,0.80,cubic,0.99,0
TaBiO3,0.70,cubic,2.42,0
TaCaO3,0.63,rhombohedral,0.40,0
TaCdO3,0.64,orthorhombic,0.48,0
TaCeO3,0.67,cubic,2.48,0
TaCoO3,0.79,cubic,1.60,0
TaCrO3,0.80,orthorhombic,0.33,0
TaCsO3,0.49,rhombohedral,0.81,0
TaCuO3,0.73,orthorhombic,0.22,0
TaDyO3,0.63,cubic,2.03,0
TaErO3,0.66,cubic,1.94,0
TaEuO3,0.61,orthorhombic,0.39,0
TaFeO3,0.76,cubic,1.70,0
TaGaO3,0.75,orthorhombic,0.43,0
TaGdO3,0.65,cubic,2.13,0
TaGeO3,0.79,cubic,1.72,0
TaHfO3,0.72,cubic,1.37,0
TaHgO3,0.60,orthorhombic,0.38,0
TaHoO3,0.66,cubic,1.99,0
TaInO3,0.69,rhombohedral,0.67,0
TaIrO3,0.77,cubic,2.24,0
TaKO3,0.54,orthorhombic,0.24,0
TaLaO3,0.62,cubic,2.46,0
TaLiO3,0.70,orthorhombic,0.14,0
TaLuO3,0.67,cubic,1.81,0
TaMgO3,0.71,cubic,1.48,0
TaMnO3,0.79,cubic,1.60,0
TaMoO3,0.75,cubic,1.64,0
TaNaO3,0.62,orthorhombic,0.30,0
TaNbO3,0.74,cubic,1.37,0
TaNdO3,0.63,cubic,2.37,0
TaNiO3,0.81,cubic,1.63,0
TaNpO3,0.67,rhombohedral,0.31,0
TaOsO3,0.77,cubic,2.14,0
TaPaO3,0.65,cubic,1.49,0
TaPbO3,0.69,rhombohedral,0.54,0
TaPdO3,0.75,cubic,2.19,0
TaPmO3,0.64,cubic,2.18,0
TaPrO3,0.67,cubic,2.42,0
TaPtO3,0.73,cubic,2.35,0
TaPuO3,0.68,rhombohedral,0.30,0
TaRbO3,0.52,orthorhombic,0.18,0
TaReO3,0.77,cubic,1.95,0
TaRhO3,0.76,cubic,2.04,0
TaRuO3,0.77,cubic,1.98,0
TaSbO3,0.76,cubic,2.11,0
TaScO3,0.70,cubic,1.53,0
TaSiO3,0.84,cubic,1.49,0
TaSmO3,0.64,cubic,2.26,0
TaSnO3,0.72,cubic,1.90,0
TaSrO3,0.58,orthorhombic,0.37,0
TaTbO3,0.70,cubic,2.08,0
TaTcO3,0.76,cubic,1.84,0
TaTeO3,0.64,cubic,2.33,0
TaThO3,0.65,cubic,1.97,0
TaTiO3,0.75,cubic,1.17,0
TaTlO3,0.58,orthorhombic,0.18,0
TaTmO3,0.64,cubic,1.90,0
TaUO3,0.70,cubic,1.73,0
TaVO3,0.77,cubic,1.39,0
TaWO3,0.75,cubic,1.64,0
TaYO3,0.66,cubic,2.03,0
TaYbO3,0.64,orthorhombic,0.31,0
TaZnO3,0.71,cubic,1.80,0
TaZrO3,0.71,cubic,1.44,0
TbAcO3,0.70,cubic,1.51,0
TbAgO3,0.75,cubic,0.57,0
TbAlO3,0.92,orthorhombic,-0.02,1
TbAsO3,0.90,cubic,0.75,0
TbAuO3,0.76,cubic,0.73,0
TbBO3,0.97,cubic,0.76,0
TbBaO3,0.58,orthorhombic,0.27,0
TbBeO3,0.88,tetragonal,0.30,0
TbBiO3,0.82,cubic,1.10,0
TbCaO3,0.67,cubic,1.03,0
TbCdO3,0.69,cubic,0.78,0
TbCeO3,0.78,cubic,1.33,0
TbCoO3,0.88,orthorhombic,0.01,1
TbCrO3,0.88,orthorhombic,-0.04,0
TbCuO3,0.92,orthorhombic,-0.04,0
TbDyO3,0.65,cubic,0.90,0
TbErO3,0.77,cubic,0.83,0
TbEuO3,0.72,cubic,1.11,0
TbFeO3,0.87,orthorhombic,-0.04,0
TbGaO3,0.88,orthorhombic,0.02,1
TbGdO3,0.76,cubic,0.99,0
TbGeO3,0.92,cubic,0.52,0
TbHfO3,0.84,orthorhombic,0.20,0
TbHgO3,0.67,cubic,0.89,0
TbHoO3,0.70,cubic,0.86,0
TbInO3,0.81,cubic,0.66,0
TbIrO3,0.90,cubic,0.72,0
TbKO3,0.63,orthorhombic,0.45,0
TbLaO3,0.73,cubic,1.31,0
TbLiO3,0.82,orthorhombic,0.32,0
TbLuO3,0.78,cubic,0.72,0
TbMgO3,0.76,orthorhombic,0.18,0
TbMnO3,0.87,orthorhombic,0.00,1
TbMoO3,0.88,cubic,0.58,0
TbNaO3,0.73,cubic,1.04,0
TbNbO3,0.87,cubic,0.58,0
TbNdO3,0.74,cubic,1.20,0
TbNiO3,0.89,orthorhombic,0.01,1
TbNpO3,0.78,cubic,1.05,0
TbOsO3,0.90,cubic,0.72,0
TbPaO3,0.77,cubic,0.90,0
TbPbO3,0.81,cubic,1.01,0
TbPdO3,0.88,orthorhombic,-0.03,0
TbPmO3,0.75,cubic,1.14,0
TbPrO3,0.79,cubic,1.26,0
TbPtO3,0.86,cubic,0.68,0
TbPuO3,0.79,cubic,1.08,0
TbRbO3,0.60,orthorhombic,0.35,0
TbReO3,0.90,cubic,0.75,0
TbRhO3,0.89,cubic,0.54,0
TbRuO3,0.90,cubic,0.56,0
TbSbO3,0.82,cubic,0.94,0
TbScO3,0.82,orthorhombic,0.02,1
TbSiO3,0.99,cubic,0.64,0
TbSmO3,0.61,cubic,1.10,0
TbSnO3,0.85,cubic,0.81,0
TbSrO3,0.62,orthorhombic,0.27,0
TbTaO3,0.87,cubic,0.62,0
TbTcO3,0.89,cubic,0.57,0
TbTeO3,0.75,cubic,1.10,0
TbThO3,0.76,cubic,1.02,0
TbTiO3,0.88,orthorhombic,0.02,1
TbTlO3,0.68,orthorhombic,0.10,0
TbTmO3,0.66,cubic,0.78,0
TbUO3,0.77,cubic,1.04,0
TbVO3,0.90,orthorhombic,-0.04,0
TbWO3,0.88,cubic,0.67,0
TbYO3,0.77,cubic,0.91,0
TbYbO3,0.75,cubic,0.90,0
TbZnO3,0.75,orthorhombic,0.13,0
TbZrO3,0.84,cubic,0.57,0
TcAcO3,0.56,rhombohedral,0.32,0
TcAgO3,0.60,tetragonal,0.91,0
TcAlO3,0.73,cubic,0.88,0
TcAsO3,0.74,cubic,1.09,0
TcAuO3,0.61,cubic,1.71,0
TcBO3,0.85,cubic,1.48,0
TcBaO3,0.51,rhombohedral,0.30,0
TcBeO3,0.77,cubic,1.15,0
TcBiO3,0.61,cubic,1.30,0
TcCaO3,0.59,rhombohedral,0.29,0
TcCdO3,0.60,orthorhombic,0.39,0
TcCeO3,0.60,rhombohedral,0.39,0
TcCoO3,0.70,cubic,1.15,0
TcCrO3,0.71,cubic,1.02,0
TcCsO3,0.46,orthorhombic,0.08,0
TcCuO3,0.68,orthorhombic,0.30,0
TcDyO3,0.59,cubic,1.56,0
TcErO3,0.62,cubic,1.52,0
TcEuO3,0.57,rhombohedral,0.36,0
TcFeO3,0.68,cubic,1.05,0
TcGaO3,0.70,cubic,1.07,0
TcGdO3,0.60,cubic,1.60,0
TcGeO3,0.70,cubic,0.85,0
TcHfO3,0.67,cubic,0.89,0
TcHgO3,0.56,orthorhombic,0.23,0
TcHoO3,0.61,cubic,1.54,0
TcInO3,0.64,cubic,1.41,0
TcIrO3,0.70,cubic,1.28,0
TcKO3,0.51,orthorhombic,0.15,0
TcLaO3,0.58,rhombohedral,0.38,0
TcLiO3,0.65,orthorhombic,0.19,0
TcLuO3,0.62,cubic,1.44,0
TcMgO3,0.67,cubic,1.42,0
TcMnO3,0.70,cubic,1.04,0
TcMoO3,0.70,cubic,0.83,0
TcNaO3,0.58,orthorhombic,0.26,0
TcNbO3,0.68,cubic,0.84,0
TcNdO3,0.59,cubic,1.69,0
TcNiO3,0.71,cubic,1.26,0
TcNpO3,0.62,cubic,1.38,0
TcOsO3,0.72,cubic,1.11,0
TcPaO3,0.61,cubic,0.90,0
TcPbO3,0.59,rhombohedral,0.35,0
TcPdO3,0.66,cubic,1.41,0
TcPmO3,0.59,cubic,1.67,0
TcPrO3,0.61,cubic,1.72,0
TcPtO3,0.68,cubic,1.42,0
TcPuO3,0.63,cubic,1.60,0
TcRbO3,0.48,orthorhombic,0.12,0
TcReO3,0.72,cubic,0.92,0
TcRhO3,0.70,cubic,1.21,0
TcRuO3,0.70,cubic,1.10,0
TcSbO3,0.68,cubic,1.03,0
TcScO3,0.66,cubic,1.26,0
TcSiO3,0.79,cubic,0.99,0
TcSmO3,0.60,cubic,1.65,0
TcSnO3,0.68,cubic,0.93,0
TcSrO3,0.55,rhombohedral,0.27,0
TcTaO3,0.68,cubic,0.87,0
TcTbO3,0.63,cubic,1.58,0
TcTeO3,0.65,cubic,1.17,0
TcThO3,0.60,cubic,1.41,0
TcTiO3,0.67,cubic,0.78,0
TcTlO3,0.54,orthorhombic,0.18,0
TcTmO3,0.60,cubic,1.49,0
TcUO3,0.63,cubic,1.26,0
TcVO3,0.69,cubic,0.87,0
TcWO3,0.70,cubic,0.93,0
TcYO3,0.61,cubic,1.58,0
TcYbO3,0.60,orthorhombic,0.35,0
TcZnO3,0.66,cubic,1.48,0
TcZrO3,0.67,cubic,0.95,0
TeAcO3,0.61,cubic,1.24,0
TeAgO3,0.65,orthorhombic,0.15,0
TeAlO3,0.79,orthorhombic,0.35,0
TeAsO3,0.80,cubic,0.79,0
TeAuO3,0.66,cubic,1.03,0
TeBO3,0.92,cubic,1.24,0
TeBaO3,0.56,orthorhombic,0.03,0
TeBeO3,0.83,cubic,0.72,0
TeBiO3,0.78,cubic,0.93,0
TeCaO3,0.64,cubic,1.55,0
TeCdO3,0.65,cubic,1.27,0
TeCeO3,0.74,cubic,1.31,0
TeCoO3,0.87,cubic,0.65,0
TeCrO3,0.86,cubic,0.56,0
TeCsO3,0.50,orthorhombic,0.18,0
TeCuO3,0.74,cubic,0.71,0
TeDyO3,0.64,cubic,1.05,0
TeErO3,0.67,cubic,1.00,0
TeEuO3,0.62,orthorhombic,-0.16,0
TeFeO3,0.84,cubic,0.62,0
TeGaO3,0.76,cubic,0.61,0
TeGdO3,0.65,cubic,1.13,0
TeGeO3,0.87,cubic,0.68,0
TeHfO3,0.80,cubic,0.61,0
TeHgO3,0.61,orthorhombic,0.01,1
TeHoO3,0.67,cubic,1.03,0
TeInO3,0.70,cubic,0.88,0
TeIrO3,0.83,cubic,0.79,0
TeKO3,0.55,orthorhombic,0.15,0
TeLaO3,0.63,cubic,1.29,0
TeLiO3,0.71,cubic,1.10,0
TeLuO3,0.68,cubic,0.92,0
TeMgO3,0.72,cubic,0.89,0
TeMnO3,0.87,cubic,0.66,0
TeMoO3,0.82,cubic,0.65,0
TeNaO3,0.63,orthorhombic,0.21,0
TeNbO3,0.82,cubic,0.65,0
TeNdO3,0.64,cubic,1.27,0
TeNiO3,0.90,cubic,0.75,0
TeNpO3,0.68,cubic,0.94,0
TeOsO3,0.78,cubic,0.69,0
TePaO3,0.66,orthorhombic,0.22,0
TePbO3,0.77,orthorhombic,0.02,1
TePdO3,0.83,cubic,0.82,0
TePmO3,0.65,cubic,1.15,0
TePrO3,0.75,cubic,1.28,0
TePtO3,0.74,cubic,0.86,0
TePuO3,0.69,cubic,0.72,0
TeRbO3,0.52,orthorhombic,0.10,0
TeReO3,0.87,cubic,0.78,0
TeRhO3,0.84,cubic,0.68,0
TeRuO3,0.85,cubic,0.66,0
TeSbO3,0.84,cubic,0.69,0
TeScO3,0.71,cubic,0.75,0
TeSiO3,0.94,cubic,0.96,0
TeSmO3,0.65,cubic,1.18,0
TeSnO3,0.80,cubic,0.66,0
TeSrO3,0.59,orthorhombic,0.01,1
TeTaO3,0.82,cubic,0.69,0
TeTbO3,0.78,cubic,1.08,0
TeTcO3,0.77,cubic,0.64,0
TeThO3,0.65,cubic,0.97,0
TeTiO3,0.84,cubic,0.58,0
TeTlO3,0.59,orthorhombic,0.11,0
TeTmO3,0.65,cubic,0.97,0
TeUO3,0.78,cubic,0.63,0
TeVO3,0.85,cubic,0.58,0
TeWO3,0.82,cubic,0.82,0
TeYO3,0.67,cubic,1.06,0
TeYbO3,0.65,cubic,1.43,0
TeZnO3,0.72,cubic,0.92,0
TeZrO3,0.79,cubic,0.66,0
ThAcO3,0.73,cubic,1.55,0
ThAgO3,0.79,cubic,0.99,0
ThAlO3,0.96,cubic,0.39,0
ThAsO3,0.94,cubic,1.13,0
ThAuO3,0.79,cubic,1.22,0
ThBO3,1.11,cubic,1.18,0
ThBaO3,0.67,orthorhombic,0.28,0
ThBeO3,1.00,orthorhombic,0.37,0
ThBiO3,0.80,cubic,1.51,0
ThCaO3,0.77,cubic,1.12,0
ThCdO3,0.79,cubic,1.15,0
ThCeO3,0.77,cubic,1.37,0
ThCoO3,0.86,orthorhombic,0.09,0
ThCrO3,0.84,orthorhombic,0.09,0
ThCsO3,0.60,orthorhombic,0.35,0
ThCuO3,0.87,orthorhombic,0.12,0
ThDyO3,0.75,cubic,0.90,0
ThErO3,0.81,cubic,0.83,0
ThEuO3,0.75,cubic,1.48,0
ThFeO3,0.85,cubic,0.61,0
ThGaO3,0.92,cubic,0.67,0
ThGdO3,0.79,cubic,0.98,0
ThGeO3,0.87,cubic,1.03,0
